id,text,date,user,rt,fav,followers,verified,label
221519,"Tr.View invst Turkishbuls taraması
Cuma için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#SAHOL 20,54 #ODAS 2,48
#CIMSA 33,18 #DOHOL 3,76
#ALCTL 28,22 #KORDS 45,5
#MAGEN 10,25 #TUKAS 10,3
#ARCLK 81,25 #SNKRN 30,38
#NUHCM 55,75 #SKBNK 1,33
#CCOLA 124,5 #TSKB 2,04
#GESAN 26,18 
KendmeNot YTD",2022-05-26 17:52:31+00:00,ASIM_YALCINKAYA,13,196,138762,False,Pozitif#Yargı
221520,"Alnus Yatırım, Hektaş için hedef fiyatını 34,60 TL, tavsiyesini 'tut' olarak korudu #HEKTS",2022-05-26 12:46:35+00:00,ForeksTurkey,3,58,411900,False,Gerçek#Nötr
221521,#ARCLK 80 oldu. Orta - uzun vade izlemeye devam...,2022-05-26 07:57:12+00:00,ofegin,2,293,105857,False,Pozitif#Yargı
221522,"KAP: #ASELS ASELSAN Yeni İş İlişkisi:
ASELSAN ile TUSAŞ arasında toplam 342.975.000,-Türk Lirası ve 18.570.000,-Avro bedeli ile bir elektronik harp projesi sözleşmesi imzalanmıştır. Söz konusu sözleşme kapsamında teslimatlar 2022-2028 yılları arasında gerçekleşecektir.",2022-05-26 07:49:44+00:00,MatriksHaber,6,79,150084,False,Gerçek#Pozitif
221523,"Bizim Menkul, BİM için hedef fiyatını 113,57 TL’den 120,60 TL’ye yükseltti, hisseyi ""endeksin üzerinde getiri"" tavsiyesi ile model portföyünde tuttu #BIMAS",2022-05-26 07:42:59+00:00,ForeksTurkey,9,70,411900,False,Gerçek#Pozitif
221524,#ARCLK #SISE #THYAO Bu üç hisse yılbaşından bu yana zirveye en yakın hisseler. Bu performansı bekliyor muydunuz?,2022-05-25 19:04:04+00:00,zeynepxaktas,6,933,182622,False,Pozitif#Yargı
221525,"TradingView investing Turkishbulls taraması
Perşembe için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#SAHOL 20,12 #ODAS 2,43
#BNTAS 4,04 #THYAO 42,66
#KORDS 45,4 #ESCAR 41,78
#HALKB 5,66 #TEZOL 18,02
#OYAKC 11,45 #SISE 21,04
#GLCVY 13,82 #TSKB 2,02
#KTSKR 34,32 #ESCOM 13,55
KendimeNot YTD",2022-05-25 18:46:22+00:00,ASIM_YALCINKAYA,8,196,138764,False,Pozitif#Yargı
221526,"#KRDMD 14,46 yı denedi geçemedi

desteği kırarken çok hızlı, ama o destek direnç 

olduğunda, alabildiğine nazlı",2022-05-25 14:29:09+00:00,efekentli__,18,382,117350,False,Negatif#Yargı
221527,#Halkb tavanladı. #ykbnk ile bankalar dönebilecekleri yere geldi tespiti tam zamanında yapılmış oldu.,2022-05-25 14:27:50+00:00,ofegin,5,245,105857,False,Pozitif#Yargı
221528,"Yapıştır tavana şunu yüzler gülsün 

#HALKB",2022-05-25 13:59:42+00:00,efekentli__,14,363,117350,False,Pozitif#Yargı
221529,"#halkb deki alış #qnb cem okullu olabilir

1 -2 güne çıkar kokusu bakalım.",2022-05-25 12:40:14+00:00,Sacro_Trade,1,251,115684,False,Nötr#Yargı
221530,"#HALKB 
#Banka izliyoruz...
Son 10 günün en popüler sektörü durumundalar.",2022-05-25 12:26:22+00:00,ofegin,0,217,105857,False,Pozitif#Yargı
221531,#HALKB da hareketlenmiş...,2022-05-25 12:05:43+00:00,efekentli__,11,244,117350,False,Pozitif#Yargı
221532,#SavunmaSanayi Suriye sınırındaki tacizlere karşı bu ülkeye operasyon yapılma ihtimali #OTKAR #ASELS #KATMR gibi savunma sanayi konusunda çalışmaları olan şirketleri takip etmekte yarar olabilir.  🤔,2022-05-25 09:50:41+00:00,Piri_KAPTAN,12,339,135216,False,Pozitif#Yargı
221533,Kendi hisselerini toplayan şirketler gaza basıyor... #ARCLK #SISE #BOBET #VERUS  v.b. İlk aklıma gelenler..🤔,2022-05-25 08:48:23+00:00,Piri_KAPTAN,17,390,135216,False,Pozitif#Yargı
221534,"Ünlü&amp;Co,
#AKBNK HF 11,30 TL'den 12,59 TL'ye yükseltti, tavsiye ""al""
#GARAN HF 18,00 TL'den 21,00 TL'ye yükseltti, tavsiye ""al""
#HALKB HF 5,30 TL'den 5,90 TL'ye yükseltti, tavsiye ""tut"" 
#ISCTR HF 9,40 TL'den 12,00 TL'ye yükseltti, tavsiye ""tut""",2022-05-25 08:25:16+00:00,ForeksTurkey,6,52,411900,False,Gerçek#Pozitif
221535,"#SISE de direnci tekrar hatırlatayım 20,26

artık 20,00 destek, altı kar kes seviyesi olarak izlenecek",2022-05-25 08:20:43+00:00,efekentli__,17,329,117350,False,Pozitif#Yargı
221536,"QNB Finansinvest, BİM için hedef fiyatını 90,50 TL'den 127,60 TL'ye yükseltti, tavsiyesini ""Endeksin Üzerinde Getiri"" olarak tekrarladı #BIMAS",2022-05-25 07:49:39+00:00,ForeksTurkey,1,52,411900,False,Gerçek#Pozitif
221537,#Arclk tavanladı. #patron farkını canlı kanlı yaşadık. #koçgrubuna teşekkürler 👏,2022-05-25 07:10:02+00:00,ofegin,4,488,105857,False,Pozitif#Yargı
221538,#HEKTS 13/18/20/23 bölgelerinden ısrarla yazıldı. 30a dayandı. Benden yana yeterli artık izleyici olurum. Benim kenara almam kesinlikle düşer demek değildir. Uzun vadeciler zaten satıcı değiller. Alana satana bereketli olsun.,2022-05-24 20:18:51+00:00,ofegin,5,425,105857,False,Pozitif#Yargı
221539,"TradingView investing Turkishbulls taraması
Çarşamba için GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#SAHOL 19,7 #ODAS 2,38
#DGATE 11,67 #KORDS 43,24
#SELEC 14,14 #POLHO 4,47
#SNKRN 30,66 #BOBET 5,47
#GENTS 4,69 #PKART 17,48
#BAGFS 19,01 #DAGI 3,4
#GLCVY 13,18 #PCILT 12,74
KendmeNot YTD",2022-05-24 17:12:02+00:00,ASIM_YALCINKAYA,15,185,138764,False,Pozitif#Yargı
221540,"#SISE 20,00 direncine geldi neredeyse %3,15 artı",2022-05-24 13:27:53+00:00,efekentli__,6,289,117350,False,Pozitif#Yargı
221541,"Şimdi BİM CFO’su @HDortluoglu bizimle @BloombergHT Piyasa Hattı programında 📣
@KutayKorap ile bilançoyu ve beklentileri aktaracağız. #piyasahattı #bimas",2022-05-24 11:35:36+00:00,guzemyilmaz,1,44,100768,False,Gerçek#Nötr
221542,"#KRDMD 14,46 üzerine atmasını bekliyoruz artık...",2022-05-24 09:19:25+00:00,efekentli__,8,271,117350,False,Pozitif#Yargı
221543,"#SISE güzel bir açılış yaptı,

dün değerlendirenlere hayırlı olsun...",2022-05-24 06:57:02+00:00,efekentli__,11,297,117350,False,Pozitif#Yargı
221544,"#KCHOL de 39,00 üzerinde 12 Mayısta 40,00 da 

bırakmış olduğu GAP ı kapatmaya yönelir...

38,5 ve 38,00 desteklerdir...",2022-05-24 06:51:28+00:00,efekentli__,20,226,117350,False,Pozitif#Yargı
221545,"Dün endeks düşüşünde 18,82 civarı bakarız diye 

yazdığım, 18,92 den tepki vererek 19,35 den kapanış 

yapan #SISE de 19,42 dirençtir...

19,42 üzerinde 19,71 20,00 ve 20,26 dirençleri 

izlenebilir.",2022-05-24 06:49:48+00:00,efekentli__,23,286,117350,False,Pozitif#Yargı
221546,"ICBC Yatırım, Garanti Bankası'nı model portföyünden çıkardı #GARAN",2022-05-24 06:27:58+00:00,ForeksTurkey,1,36,411900,False,Gerçek#Negatif
221547,"TradingView, investing, Turkishbulls taraması
Salı için GÜÇLÜ AL &amp; AL veren #BIST hisseleri
#DGATE 11,25 #THYAO 42,96
#FLAP 3,66 #ESCAR 42,08
#DERHL 6,77 #FORMT 1,48
#PCILT 12,73 #SKBNK 1,27
#PGSUS 131,9 #PKART 16,79
#PNLSN 13,59 #TSKB 1,99
#DAGI 3,33 #SEYKM 8,1
Kendime not, YTD.",2022-05-23 17:15:00+00:00,ASIM_YALCINKAYA,5,121,138764,False,Pozitif#Yargı
221548,#kozaa devre kesti...,2022-05-23 14:47:15+00:00,kursadbucak,2,222,156030,False,Gerçek#Negatif
221549,#garan'a acımıyorlar...,2022-05-23 13:57:56+00:00,kursadbucak,2,339,156030,False,Negatif#Yargı
221550,"#SISE 18,82 dedim 18,92 den döndü 19,20 yaptı,

bu sefer nasip olmadı...",2022-05-23 13:45:44+00:00,efekentli__,6,305,117350,False,Negatif#Yargı
221551,"#KCHOL tek başına #BİST'in ortalamasıdır.

Şimdilik +1.91% seyrediyor.

Peki, sen neden korkuyorsun?",2022-05-23 12:54:29+00:00,Dr_Arslan_SMMM,6,264,103997,False,Nötr#Yargı
221552,"#SISE 19,42 den geçen yükselen trendini kırdı 

aşağı yönde..

18,82 yatayda destek bulup bulmayacağını izleyelim.

belki KRDMD gibi buda bir tepki ile trade fırsatı verir..",2022-05-23 10:54:40+00:00,efekentli__,16,267,117350,False,Pozitif#Yargı
221553,#HEKTS 28 oldu. Kısa vadeli pozisyonlarda 30 takip edilebilir. Geri çekilişleri beklemek isteyenler 24/25 kısa vade için destekler-alım yeri olabilir. 23 altı stop ister.,2022-05-23 07:31:02+00:00,ofegin,7,273,105858,False,Pozitif#Yargı
221554,"#KRDMD bugün oldukça hareketli 

an itibariyle %3 pozitif hisse",2022-05-23 07:14:55+00:00,efekentli__,12,314,117350,False,Pozitif#Yargı
221555,"Ziraat Yatırım, Ülker'i model portföyünden çıkarırken, Ford Otosan'ı 397,60 TL hedef fiyatla portföyüne ekledi  #ULKER #FROTO",2022-05-23 06:37:10+00:00,ForeksTurkey,0,45,411900,False,Gerçek#Negatif#Pozitif
221556,"20.05.2022 tarihinde geri alım yapan şirketler
#INVEO 27,739 adet geri alım yaptı.
#BOBET 174,000 adet geri alım yaptı.
#ARCLK 1,000,000 adet geri alım yaptı.
#PRKME 30,000 adet geri alım yaptı.
#LKMNH 53,945 adet geri alım yaptı.",2022-05-23 06:30:14+00:00,zeynepxaktas,14,281,182622,False,Gerçek#Pozitif
221557,"#akbnk 8.04
#tcell 18.62
#karsan 5.63
#safkr 7 62
Cuma kapanış rakamları olup arama %2 stop koyulmak kaydı ile takip edeceğim teyyy haftaya cuma gününe kadar 
%5 ve üstü yapan listeden çıkar (ben Banka alıp satmıyorum  sadece teknik olarak beğendim)",2022-05-22 10:04:34+00:00,kaanbey2002,35,562,102197,False,Pozitif#Yargı
221558,"TradingView investing Turkishbulls taraması
Pazartesi için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#SAHOL 19,74 #SELEC 13,45
#SMART 5,99 #BMSCH 8,66
#MEPET 5,00 #FORMT 1,47
#BOBET 5,43 #GENTS 4,68
#SKBNK 1,20 #NTGAZ 7,55
#VBTYZ 23,18 #PGSUS 131,70
#PKART 16,92 #TSKB 1,93
Kendme Not YTD",2022-05-22 06:58:29+00:00,ASIM_YALCINKAYA,32,319,138764,False,Pozitif#Yargı
221559,"#SAHOL 19,74&gt;42,3
#GOZDE 8,08&gt;16,8
#VESTL 25,24&gt;52
#INDES 9,21&gt;17,6
#ODAS 2,36&gt;4,5
#ESEN 31,5&gt;57,5
#CIMSA 30,26&gt;54
#EKGYO 2,63&gt;4,2
#AKBNK 8,04&gt;12,8
#PETKM 9,24&gt;14,7
#EREGL 31,02&gt;48
#ASELS 22,78&gt;34
#ARDYZ 6,1&gt;9
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse'leri
KendmeNot YTD",2022-05-21 07:53:51+00:00,ASIM_YALCINKAYA,45,429,138764,False,Gerçek#Nötr
221560,"#EREGL düşünce vadelilerde destek mestek tanımadı...

kırdı geçti.",2022-05-20 14:09:07+00:00,efekentli__,11,278,117350,False,Negatif#Yargı
221561,"#KRDMD de 

14,17 - 14,37 ve 14,46 dirençler 

soran arkadaşlar için.",2022-05-20 13:27:47+00:00,efekentli__,9,169,117350,False,Nötr#Yargı
221562,"#KRDMD 

14,02 - 14,17 

15 kademe...",2022-05-20 13:19:11+00:00,efekentli__,9,208,117350,False,Nötr#Yargı
221563,"5 kademe kaldırcam diye ödü kopuyo kağıdı

#KRDMD",2022-05-20 13:03:55+00:00,efekentli__,8,200,117350,False,Negatif#Yargı
221564,"14,02 den bi deneme yaptım #KRDMD ye tepki verirmi 

diye 13,95 e de stop koydum... 6 kademe benden olsun

ağaya 😀",2022-05-20 11:49:48+00:00,efekentli__,11,225,117350,False,Pozitif#Yargı
221565,"#KRDMD de hız kesmeden satmaya devam ediyor 

BOFA",2022-05-20 11:41:02+00:00,efekentli__,9,251,117350,False,Pozitif#Yargı
221566,#garan'ı tavana sürerek yine ilizyon yaptılar. Kötü anıları depreştirdi,2022-05-20 08:15:14+00:00,kursadbucak,5,572,156030,False,Negatif#Yargı
221567,Sadece #garan değil diğer bankalarda devam edecek.,2022-05-20 07:27:24+00:00,borsacibaba,2,84,143417,False,Pozitif#Yargı
221568,#GUBRF Bilançosunu nasıl buldunuz?,2022-05-19 13:06:19+00:00,zeynepxaktas,3,445,182623,False,Nötr#Yargı
221569,"Tr.View invest. Turkishbuls taraması
Cuma için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#BNTAS 3,82 #FLAP 3,62
#BMSCH 8,64 #TEZOL 17,49
#MEPET 4,92 #GENTS 4,32
#SAFKR 8,04 #SKBNK 1,17
#BAGFS 18,61 #DNISI 13,6
#TUKAS 10,57 #GARAN 15,65
#PGSUS 132,8 #TMSN 25,66
#POLHO 3,96
Kendime Not YTD",2022-05-19 08:00:02+00:00,ASIM_YALCINKAYA,18,239,138764,False,Pozitif#Yargı
221570,"Son 6 ayda en fazla değer kazanan banka hissesi: ISCTR %42.87 değer kazandı. 
#ISCTR  #xbank",2022-05-18 18:43:38+00:00,zeynepxaktas,4,453,182623,False,Gerçek#Pozitif
221571,"#HEKTS bir haftada yüzde 14,40 değer kazandı. 
Fiyat 26.22 TL.",2022-05-18 18:28:26+00:00,zeynepxaktas,29,1375,182623,False,Gerçek#Pozitif
221572,"#GARAN endekse inat %2 artı,

yoksa gene fiyat tashihimi verecek BBVA",2022-05-18 14:43:48+00:00,efekentli__,7,254,117350,False,Pozitif#Yargı
221573,"#KRDMD de 14,46 da yatay bir destek var,

bunun altında kapanışlarda satışlar dahada derinleşir..

12,96 dan geçen yükselen trende kadar bir marj açabilir 

hisse... 

Alım düşünenler 14,46 üzeri pozisyon alıp, bu rakamın 

altına stop koyarak işlem yapmalı.",2022-05-18 13:29:32+00:00,efekentli__,19,194,117350,False,Pozitif#Yargı
221574,"#KRDMD için 15,36 

#EREGL için 32,00 altı dikkatli olunmalı demiştim,

EREGL bir nebze daha iyi durmakta,

ancak KRDMD 1 TL düştü 2 günde,

14,37 görüldü bu gün...

CITI son 3-4 gündür mal çıkmış...

BOFA hergün satıyor",2022-05-18 13:25:40+00:00,efekentli__,17,247,117350,False,Negatif#Yargı
221575,"Citi :
#eregl için yayınladığı raporda hedef fiyatını 38,00 TL dedi.",2022-05-18 10:54:53+00:00,borsacibaba,6,111,143417,False,Gerçek#Nötr
221576,"Değeri az olan , temeli çürüklere bulaşmamakta gayret ediyorum. #kartn #knfrt #hekts #trcas vb düşseler de hızlıca toparlanıp kazandırmaları bundan kaynaklanıyor.  Seçimlerde ki bu nüansı unutmayalım.",2022-05-18 10:05:12+00:00,ofegin,10,347,105859,False,Pozitif#Yargı
221577,"Citi, Erdemir için tavsiyesini 38 TL hedef fiyat ile ""Al"" olarak tekrarladı  #EREGL",2022-05-18 10:00:33+00:00,ForeksTurkey,7,147,411900,False,Gerçek#Pozitif
221578,"#XU030 ve #TEMETTÜ25 hisselerini akşam teknik olarak incelemeye çalıştım. Büyük çoğunluğu düzeltme yapmakta. Bazıları düzeltmenin sonuna yaklaşmakta, bazıları ise toparlanmaya başlamış. #ECZYT #TUPRS #HEKTS #GUBRF #ENKAI #BIMAS #SISE #THAYO #PGSUS daha pozitif görünenler. 😌🤔",2022-05-18 06:50:13+00:00,Piri_KAPTAN,7,301,135216,False,Pozitif#Yargı
221579,"Şişe Cam bir al unut hissesi olabilir mi?
#SISE",2022-05-18 05:57:21+00:00,zeynepxaktas,8,327,182624,False,Pozitif#Yargı
221580,"TradingView investing Turkishbulls taraması
Çarşamba için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#INDES 9,34 #SELEC 13,25
#EGPRO 33,26 #MEPET 4,48
#SISE 19,91 #SKBNK 1,17
#BAGFS 18,09 #BOBET 5,26
#TMSN 25,44 #POLHO 3,85
#PNLSN 13,93 #PGSUS 130
#KLKIM 21,5 #RYSAS 5,76
Kendime not, YTD.",2022-05-17 17:17:52+00:00,ASIM_YALCINKAYA,14,157,138764,False,Pozitif#Yargı
221581,"#sasa 

önce gönülsüz olsada 70 krş marjı koydu üzerine",2022-05-17 11:54:34+00:00,efekentli__,9,270,117350,False,Pozitif#Yargı
221582,"#SISE trade için takip edenler 

20,00 ve 20,26 kısada direnç olarak izlenebilir..",2022-05-17 11:31:37+00:00,efekentli__,9,258,117350,False,Pozitif#Yargı
221583,"Ziraat Yatırım, Sabancı Holding için hedef fiyatını 22,80 TL'den TL'den 28,70 TL'ye yükseltti, tavsiyesini ""al"" olarak korudu #SAHOL",2022-05-17 09:49:15+00:00,ForeksTurkey,4,48,411900,False,Gerçek#Pozitif
221584,"#arclk ve #hekts düşüşlerde neden fırsat olur, alım tarafında olurum dediğim zaman geçtikçe anlamını buluyor. Böyle hisseler ekran dışı olabilir mi?",2022-05-17 09:35:11+00:00,ofegin,10,419,105859,False,Pozitif#Yargı
221585,"JPMorgan, THY için hedef fiyatını 32,40 TL'den 53,0 TL'ye yükseltti, tavsiyesi ""Nötr""  #THYAO",2022-05-17 08:41:36+00:00,ForeksTurkey,3,77,411900,False,Gerçek#Pozitif
221586,"#KCHOL 

39,00 üzerine atabilirse hem kendi yukarı yönde 

marj açar, hemde endekse pozitif katkı sağlar..",2022-05-17 07:40:22+00:00,efekentli__,14,240,117350,False,Pozitif#Yargı
221587,"DÜZELTME-Deniz Yatırım, Akbank'ı döngüsel portföyünden kar realizasyonu düşüncesi kapsamında çıkardı, hisse için 13,40 TL hedef fiyat ile ""al"" tavsiyesini sürdürdü #AKBNK",2022-05-17 07:11:41+00:00,ForeksTurkey,12,73,411900,False,Gerçek#Negatif#Pozitif
221588,"#TTKOM da 9,77 direnç üzerine atarsa 10,83 hareketi 

izlenebilir..",2022-05-17 06:59:52+00:00,efekentli__,20,279,117350,False,Pozitif#Yargı
221589,#SISE de şirket geri alıma devam ediyor...,2022-05-17 06:58:52+00:00,efekentli__,14,303,117350,False,Gerçek#Pozitif
221590,"Deniz Yatırım, Garanti Bankası'nı model portföyünden çıkarırken, hisse için 18,70 TL hedef fiyatla ""al"" tavsiyesini korudu #GARAN",2022-05-17 06:32:40+00:00,ForeksTurkey,2,29,411900,False,Gerçek#Negatif#Pozitif
221591,"Ünlü &amp; Co, Şişecam için hedef fiyatını 21 TL'den 25 TL'ye yükseltti, tavsiyesini ""Al"" olarak sürdürdü  #SISE",2022-05-17 06:32:32+00:00,ForeksTurkey,7,91,411900,False,Gerçek#Pozitif
221592,"Gedik Yatırım, Garanti Bankası'nı model portföyünden çıkardı #GARAN",2022-05-17 05:31:41+00:00,ForeksTurkey,10,74,411900,False,Gerçek#Negatif
221593,"Günaydın,

#GARAN’da çağrı sürecinin sonuna geliniyor; çağrı bitimi sonrasında hissede satış baskısı olması endekste baskı yaratabilir. DXY iki gündür gerileme gösterse de kurda hareketlilik devam ediyor.

Bu ayı az hasarla atlatalım, sonrasını konuşuruz. Keyifli bir gün dilerim,",2022-05-17 04:30:07+00:00,omerhankrm,10,607,145128,False,Pozitif#Yargı
221594,"HSBC, Garanti Bankası için hedef fiyatını 18 TL'den 17,2 TL'ye ve tavsiyesini ""Al""dan ""Tut""a indirdi #GARAN",2022-05-17 04:19:22+00:00,ForeksTurkey,2,32,411900,False,Gerçek#Negatif
221595,"Zirvedeki iki hisse
#THYAO #KZBGY",2022-05-16 19:47:06+00:00,zeynepxaktas,5,347,182624,False,Gerçek#Pozitif
221596,#garan vadeli ve spot arasındaki %2 fark çok ilginç oldu.,2022-05-16 18:34:07+00:00,kursadbucak,2,327,156030,False,Nötr#Yargı
221597,"Şeker Yatırım, Petkim için 12,43 TL hedef fiyatla ""al"" tavsiyesini korudu #PETKM",2022-05-16 14:43:04+00:00,ForeksTurkey,0,47,411900,False,Gerçek#Pozitif
221598,"Ziraat Yatırım, BİM hedef fiyatını 110,00 TL'den, 132,50 TL'ye yükseltirken, ""al"" tavsiyesini korudu #BIMAS",2022-05-16 13:46:44+00:00,ForeksTurkey,4,69,411900,False,Gerçek#Pozitif
221599,"Bir tutam ucundan azıcık portfoy e #ttkom ekliyoruz , 10 üstü takip edilebilir ☺️",2022-05-16 12:29:51+00:00,TraderGlock,1,16,157294,False,Pozitif#Yargı
221600,"İş Yatırım, Garanti Bankası'nı model portföyünden çıkardı #GARAN",2022-05-16 08:32:41+00:00,ForeksTurkey,3,55,411900,False,Gerçek#Negatif
221601,"Acar Menkul, kısa vadeli öneri listesinden #ALARK #BRYAT #KARSN #SELEC ve #SISE'yi çıkarırken, #AKSA #EKGYO #PETKM #TKFEN ve #TUPRS'ı ekledi",2022-05-16 08:14:11+00:00,ForeksTurkey,2,44,411900,False,Gerçek#Negatif#Pozitif
221602,"#PETKM 

9,71 trend desteği altı stopla grafiklediğim PETKM de 

10,19 altı kar kes, üzerinde 10,50 direnç seviyesi izlenir..",2022-05-16 08:12:36+00:00,efekentli__,12,227,117350,False,Pozitif#Yargı
221603,"#SAHOL 

13 Mayıs 18,85 destek altı stopla grafiklenen SAHOL de 

19,55 direnç olarak çalıştı... 

trade edenler için bereketli olsun...

19,55 üzeri tekrar bakılır..",2022-05-16 08:10:48+00:00,efekentli__,9,191,117350,False,Pozitif#Yargı
221604,"#EREGL 32,00

#KRDMD 15,36 altı kapanışlarda 

hisse taşıyanlar dikkatli olmalı... 

KRDMD de yabancı satışı yoğun...",2022-05-16 07:54:40+00:00,efekentli__,15,327,117350,False,Negatif#Yargı
221605,Bol Kazançlı Haftalar Diliyorum #bist100 #endeks #sasa #sise,2022-05-16 07:24:37+00:00,TraderGlock,0,1,157294,False,Pozitif#Yargı
221606,"Yapı Kredi Yatırım,  Akbank ve Garanti Bankası'nı model portföyünden çıkardı #AKBNK #GARAN 
MP: #CCOLA #ALARK #TUPRS #FROTO #AKSEN #ARCLK #BIMAS #AEFES #KOZAL",2022-05-16 06:42:34+00:00,ForeksTurkey,4,34,411900,False,Gerçek#Negatif
221607,Hedefine devam edip bölündüğü fiyata 6 ay içerisinde gelmesi cok yüksek bir ihtimal #sasa,2022-05-15 21:02:14+00:00,TraderGlock,8,28,157294,False,Pozitif#Yargı
221608,"Cuma gününe kadar takip edeceğim liste 
Geçtiğimiz cuma kapanış rakamlarını baz alarak 
%2 altına stop koymak kaydı ile %5 ve üstü kar al yeri olmak üzere
#hekts 23
#tkfen 19.44
#asels 22.96
#ttkom 9.27
Takip edeceğim (içlerinden 1 tanesi önceden kalma ciddi zararlı elimde var)",2022-05-15 20:46:19+00:00,kaanbey2002,41,941,102197,False,Pozitif#Yargı
221609,"TradingView investing Turkishbulls taraması
Pazartesi için GÜÇLÜ AL veren #BIST hisseleri
#BNTAS 3,93 #SELEC 13,39
#PETKM 10,15 #VKGYO 2,07
#GSDHO 4,96 #PENGD 4,54
#BOBET 5,11 #DNISI 13,07
#GOLTS 59,25 #NUHCM 51,75
#SNKRN 30,74 #OYAKC 12,11
#KIMMR 3,27 #ULUUN 12,55
Kendme Not YTD",2022-05-15 10:22:05+00:00,ASIM_YALCINKAYA,28,326,138764,False,Pozitif#Yargı
221610,"#SAHOL 19,29&gt;44,3
#VESTL 25,8&gt;56
#GOZDE 8,48&gt;17,2
#INDES 9,3&gt;17,8
#ODAS 2,43&gt;4,5
#ESEN 32,16&gt;58
#ARDYZ 5,15&gt;9,2
#CIMSA 30,96&gt;55
#EKGYO 2,69&gt;4,3
#AKBNK 8,25&gt;13
#EREGL 32,64&gt;50
#ASELS 22,96&gt;34
#SELEC 13,39&gt;19,6
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse'leri
KendimeNot YTD",2022-05-14 08:23:41+00:00,ASIM_YALCINKAYA,69,625,138764,False,Gerçek#Nötr
221611,"Şeker Yatırım, Tüpraş hedef fiyatını 267,07 TL'den 335,80 TL'ye yükseltti, ""al"" tavsiyesini korudu #TUPRS",2022-05-13 14:42:37+00:00,ForeksTurkey,2,56,411900,False,Gerçek#Pozitif
221612,"Ziraat Yatırım, Tofaş hedef fiyatını 110,00 TL'den 112,00 TL'ye yükseltti, ""al"" tavsiyesini korudu #TOASO",2022-05-13 12:56:26+00:00,ForeksTurkey,4,50,411900,False,Gerçek#Pozitif
221613,"Ziraat Yatırım, Koza Altın için hedef fiyatını 171,00 TL'den 228,10 TL'ye yükseltti, ""al"" tavsiyesini korudu #KOZAL",2022-05-13 12:38:10+00:00,ForeksTurkey,0,48,411900,False,Gerçek#Pozitif
221614,"2022/3 Bilançolarına göre iki şirket karşılaştırmaları yapacağım. Ne diyorsunuz?
#TOASO #FROTO
#TMSN #TTRAK
#BIMAS #SOKM
#SAHOL #KCHOL
#BRSAN #GSDHO
#EREGL #ISDMR
#VESBE #ARCLK
#THYAO #PGSUS
#INDES #ARENA
#KORDS #AKSA
#KARSN #ASUZU
#TCELL #TTKOM
#HEKTS #GUBRF
#AKSA #SASA",2022-05-13 11:47:55+00:00,zeynepxaktas,62,2547,182625,False,Nötr#Yargı
221615,"#SISE - 12 Mayıs 2022 tarihinde 19,23 TL-19,5 TL fiyat aralığından (ortalama 19,41 TL) 3.434.062 adet pay geri alınmış ve Şirketimizin sahip olduğu SISE payları 70.307.375 adede ulaşmıştır.",2022-05-13 07:30:24+00:00,zeynepxaktas,29,809,182625,False,Gerçek#Pozitif
221616,"Ak Yatırım, Halkbank için ""nötr"" tavsiyesini korudu, hedef fiyatı %7 artışla 6,10 TL olarak belirledi #HALKB",2022-05-13 06:50:44+00:00,ForeksTurkey,0,17,411900,False,Gerçek#Pozitif
221617,"Deniz Yatırım, HalkBank için hedef fiyatını 7,10 TL'den 8,00  TL'ye güncellerken, ""al"" tavsiyesini korudu #HALKB",2022-05-13 06:11:28+00:00,ForeksTurkey,1,35,411900,False,Gerçek#Pozitif
221618,"Oyak Yatırım, Halkbank için hedef fiyatını 5,76 TL'den 6,24 TL'ye yükseltti, tavsiyesini ""endekse paralel getiri"" olarak sürdürdü #HALKB",2022-05-13 05:56:57+00:00,ForeksTurkey,1,33,411900,False,Gerçek#Pozitif
221619,"Yapı Kredi Yatırım, Halkbank hedef fiyatını 5,60 TL'den 5,90 TL'ye güncellerken, ""tut"" tavsiyesini korudu #HALKB",2022-05-13 05:31:37+00:00,ForeksTurkey,2,33,411900,False,Gerçek#Pozitif
221620,"TradingView investing Turkishbulls taraması
Cuma için GÜÇLÜ AL&amp;AL veren #BIST hisseleri
#BOBET 4,94 #ESCOM 11,91
#MNDRS 3,22 #NUHCM 49,6
#SELEC 12,94 #ULUUN 11,41
#OYAKC 11,69 #GOLTS 54,80
#ARCLK 71,15 #TUPRS 252,3
#ESCAR 39,88 #PENGD 4,24
#BAKAB 26,64 #SKTAS 4,30
Kendime Not YTD",2022-05-12 18:47:35+00:00,ASIM_YALCINKAYA,8,159,138764,False,Pozitif#Yargı
221621,"#Bist30 Bist30 Hisselerinde ATH-1 Seviyenin altına inenler:

#KCHOL ,#BIMAS , #FROTO , #ASELS ,#VESTL ,
#AKBNK , #TTKOM , #GUBRF , #TAVHL",2022-05-12 18:25:00+00:00,SelimKMD,8,287,108728,False,Gerçek#Negatif
